shop_id,is_bad,open_months,avg_monthly_orders,order_volatility,interruption_count,avg_order_value,repurchase_rate,refund_rate,dispute_rate,positive_review_rate,gmv_yoy_growth,gmv_mom_volatility,sku_change_rate,revenue_trend_slope,customer_hhi,new_customer_ratio,customer_geo_entropy,avg_settlement_days,platform_penalty_count,abnormal_large_txn_ratio
SHOP002670,0,24.0,142.0,0.645,1,69.1,0.274,0.127,0.016,0.827,-0.416,0.223,0.024,-1.431,0.333,0.523,1.449,6.9,0,0.035
SHOP002671,0,11.0,139.0,0.733,3,61.4,0.105,0.057,0.053,0.849,-0.226,0.264,-0.112,-1.529,0.173,0.498,1.091,3.7,1,0.053
SHOP002672,1,22.0,242.0,0.281,1,74.9,0.182,0.049,0.018,0.948,0.01,0.101,0.128,-0.824,0.102,0.398,2.084,4.9,1,0.042
SHOP002673,0,23.0,152.0,0.484,1,57.6,0.261,0.078,0.053,0.874,-0.084,0.185,-0.115,0.296,0.298,0.401,1.451,7.0,1,0.025
SHOP002674,0,18.0,250.0,0.453,0,78.7,0.313,0.045,0.033,0.92,0.01,0.246,0.25,1.042,0.119,0.472,2.456,6.6,0,0.054
SHOP002675,0,15.0,146.0,0.285,1,68.6,0.262,0.014,0.037,0.953,0.193,0.196,-0.125,-0.841,0.167,0.309,1.779,3.0,0,0.062
SHOP002676,0,17.0,57.0,0.244,3,127.4,0.268,0.114,0.029,0.967,-0.15,0.241,0.098,-1.348,0.178,0.498,1.673,5.0,0,0.036
SHOP002677,1,5.0,81.0,0.349,1,66.1,0.319,0.132,0.028,0.872,-0.26,0.178,-0.182,-1.23,0.195,0.587,1.944,7.1,0,0.041
SHOP002678,0,35.0,191.0,0.26,0,71.4,0.36,0.049,0.005,1.0,0.331,0.178,0.049,0.676,0.124,0.492,2.423,3.2,1,0.011
SHOP002679,0,14.0,156.0,0.579,2,57.8,0.199,0.07,0.045,0.832,0.495,0.211,0.236,0.188,0.091,0.525,1.196,5.9,1,0.04
SHOP002680,1,20.0,99.0,0.353,1,39.2,0.426,0.054,0.069,0.893,-0.112,0.34,-0.237,-2.146,0.201,0.345,2.259,5.3,1,0.09
SHOP002681,0,15.0,223.0,0.394,4,28.1,0.256,0.034,0.037,0.922,-0.002,0.208,0.067,0.68,0.136,0.672,2.383,5.8,1,0.034
SHOP002682,1,14.0,115.0,0.397,0,64.3,0.234,0.088,0.055,0.912,-0.25,0.027,0.197,0.819,0.257,0.523,1.353,6.4,1,0.053
SHOP002683,0,22.0,200.0,0.27,1,83.6,0.418,0.053,0.034,0.866,0.173,0.257,0.015,0.619,0.12,0.372,2.457,4.7,2,0.035
SHOP002684,0,16.0,360.0,0.278,0,42.5,0.253,0.065,0.011,0.899,0.101,0.132,-0.189,-0.092,0.118,0.454,1.925,2.5,1,0.028
SHOP002685,0,9.0,64.0,0.278,1,150.8,0.409,0.07,0.047,0.817,0.003,0.214,0.313,3.275,0.255,0.307,3.186,4.7,0,0.068
SHOP002686,0,26.0,138.0,0.17,0,83.7,0.46,0.042,0.009,0.938,0.475,0.195,0.003,0.697,0.139,0.47,2.363,2.8,0,0.036
SHOP002687,0,16.0,54.0,0.483,0,77.1,0.287,0.103,0.049,0.873,-0.142,0.201,-0.013,1.793,0.185,0.444,2.028,3.2,1,0.049
SHOP002688,1,15.0,98.0,0.132,0,69.8,0.223,0.068,0.032,0.872,0.047,0.311,0.098,-0.154,0.202,0.63,1.587,6.4,0,0.043
SHOP002689,0,5.0,267.0,0.331,2,40.9,0.415,0.063,0.012,0.921,0.242,0.115,0.409,1.764,0.083,0.172,2.053,2.8,0,0.001
SHOP002690,0,17.0,256.0,0.311,0,77.8,0.33,0.061,0.012,0.913,0.234,0.159,0.004,-1.463,0.033,0.214,2.781,7.9,0,0.048
SHOP002691,0,21.0,252.0,0.192,1,150.9,0.494,0.004,0.014,0.818,0.005,0.194,0.226,1.262,0.111,0.457,1.949,4.6,1,0.021
SHOP002692,1,21.0,85.0,0.328,2,78.9,0.163,0.142,0.036,0.944,-0.027,0.21,0.033,2.896,0.135,0.539,2.178,4.1,0,0.022
SHOP002693,0,24.0,101.0,0.491,0,45.4,0.351,0.061,0.04,0.971,-0.037,0.161,-0.167,1.353,0.168,0.43,2.387,4.8,0,0.068
SHOP002694,1,4.0,194.0,0.747,0,56.3,0.311,0.105,0.082,0.899,-0.438,0.223,-0.305,0.197,0.075,0.647,1.127,4.4,2,0.061
SHOP002695,0,28.0,198.0,0.416,2,60.4,0.04,0.142,0.065,0.855,-0.018,0.349,-0.049,0.486,0.179,0.248,1.203,6.9,1,0.013
SHOP002696,0,20.0,1.0,0.454,1,60.1,0.404,0.055,0.034,0.872,0.398,0.207,0.002,-0.018,0.2,0.597,1.501,4.9,2,0.081
SHOP002697,0,22.0,1.0,0.387,2,48.7,0.354,0.067,0.007,0.877,0.209,0.113,0.004,-1.149,0.139,0.456,2.008,5.9,1,0.053
SHOP002698,1,12.0,114.0,0.388,1,82.1,0.224,0.031,0.017,0.824,-0.102,0.31,0.037,-1.425,0.244,0.518,1.846,6.0,0,0.025
SHOP002699,0,24.0,28.0,0.452,3,147.5,0.223,0.053,0.019,0.87,0.021,0.19,0.033,-0.034,0.087,0.271,2.569,5.9,0,0.039
SHOP002700,1,2.0,126.0,0.557,1,59.7,0.32,0.047,0.0,0.817,-0.016,0.186,-0.083,0.758,0.21,0.452,1.742,7.9,0,0.033
SHOP002701,0,20.0,116.0,0.196,1,78.2,0.372,0.018,0.026,0.938,-0.207,0.183,-0.086,-1.937,0.137,0.261,1.584,3.0,1,0.027
SHOP002702,0,22.0,102.0,0.306,0,58.7,0.291,0.123,0.001,0.821,0.159,0.397,-0.04,-0.193,0.165,0.513,1.976,6.5,0,0.058
SHOP002703,1,19.0,168.0,0.293,1,58.1,0.321,0.047,0.029,0.811,-0.379,0.208,0.086,-2.206,0.109,0.493,0.968,7.1,0,0.052
SHOP002704,0,12.0,181.0,0.301,2,92.5,0.156,0.08,0.029,0.866,-0.194,0.261,0.034,-0.511,0.202,0.609,2.056,3.3,0,0.067
SHOP002705,0,27.0,148.0,0.421,0,107.0,0.255,0.081,0.023,0.899,0.093,0.31,0.161,-0.142,0.138,0.477,2.211,3.2,1,0.011
SHOP002706,0,23.0,273.0,0.276,1,78.9,0.199,0.064,0.031,0.749,0.08,0.195,-0.201,2.128,0.238,0.583,1.848,3.9,1,0.02
SHOP002707,0,27.0,249.0,0.48,0,40.2,0.326,0.0,0.01,0.959,0.013,0.025,0.225,2.98,0.136,0.407,3.348,4.6,2,0.014
SHOP002708,0,14.0,1.0,0.449,3,94.6,0.131,0.067,0.037,0.809,0.003,0.243,0.123,2.01,0.156,0.502,1.469,5.9,1,0.061
SHOP002709,1,20.0,155.0,0.298,0,117.1,0.176,0.06,0.021,0.769,0.058,0.16,-0.055,0.056,0.167,0.543,2.086,4.6,0,0.056
SHOP002710,1,26.0,88.0,0.483,2,106.6,0.429,0.101,0.026,0.951,-0.044,0.155,0.05,-0.818,0.189,0.362,1.718,2.5,1,0.015
SHOP002711,0,23.0,352.0,0.348,1,178.0,0.161,0.076,0.029,0.821,0.136,0.192,0.099,-1.128,0.211,0.383,1.985,3.0,1,0.034
SHOP002712,1,32.0,215.0,0.232,4,126.9,0.384,0.05,0.021,0.975,0.011,0.298,-0.044,0.373,0.192,0.341,1.824,5.8,1,0.033
SHOP002713,0,37.0,200.0,0.427,1,52.7,0.21,0.068,0.021,0.942,0.206,0.24,0.218,1.617,0.145,0.566,2.682,6.0,0,0.014
SHOP002714,0,9.0,106.0,0.33,2,105.2,0.216,0.077,0.027,0.934,0.054,0.164,-0.004,-0.848,0.128,0.443,2.377,4.2,0,0.013
SHOP002715,1,9.0,222.0,0.542,0,42.5,0.243,0.0,0.053,0.949,0.621,0.216,0.046,-0.016,0.127,0.466,2.623,3.9,1,0.004
SHOP002716,1,12.0,210.0,0.486,1,87.1,0.111,0.105,0.028,0.895,-0.104,0.257,0.108,0.145,0.208,0.553,2.57,6.5,0,0.036
SHOP002717,1,21.0,77.0,0.177,2,136.5,0.271,0.107,0.021,0.838,0.155,0.237,0.05,-1.5,0.094,0.518,2.545,6.1,0,0.038
SHOP002718,0,15.0,203.0,0.263,1,118.7,0.022,0.101,0.015,0.901,0.08,0.17,-0.042,1.042,0.131,0.436,1.277,6.4,2,0.03
SHOP002719,0,21.0,151.0,0.406,0,90.2,0.339,0.014,0.014,0.981,0.094,0.168,0.163,1.287,0.136,0.448,2.706,5.2,0,0.041
SHOP002720,0,15.0,61.0,0.347,2,125.8,0.369,0.076,0.033,0.787,0.043,0.179,-0.054,-0.923,0.196,0.595,1.37,8.0,0,0.036
SHOP002721,1,15.0,120.0,0.557,0,56.5,0.182,0.079,0.043,0.862,-0.086,0.344,-0.072,0.019,0.301,0.598,2.943,5.4,3,0.072
SHOP002722,0,23.0,119.0,0.257,1,41.5,0.264,0.08,0.03,0.906,0.085,0.073,0.015,2.663,0.106,0.465,2.996,3.5,1,0.023
SHOP002723,0,22.0,1.0,0.514,2,68.5,0.338,0.102,0.014,0.985,0.094,0.148,0.251,-0.544,0.157,0.259,1.732,7.5,1,0.034
SHOP002724,0,19.0,114.0,0.309,1,103.9,0.199,0.036,0.023,0.914,0.013,0.083,-0.144,1.673,0.169,0.554,1.497,1.9,1,0.024
SHOP002725,0,9.0,166.0,0.353,0,86.7,0.426,0.084,0.005,0.919,-0.035,0.065,-0.129,-0.557,0.082,0.318,2.133,7.8,1,0.012
SHOP002726,0,12.0,141.0,0.225,1,103.9,0.346,0.047,0.002,0.915,0.017,0.231,0.059,-0.751,0.149,0.481,1.828,5.2,1,0.026
SHOP002727,0,20.0,137.0,0.271,0,45.4,0.186,0.119,0.016,0.848,-0.187,0.115,-0.08,-0.426,0.227,0.551,2.049,4.5,1,0.042
SHOP002728,1,23.0,87.0,0.507,4,106.9,0.192,0.134,0.055,0.891,0.121,0.28,0.01,-1.316,0.176,0.467,1.97,10.2,0,0.055
SHOP002729,0,11.0,265.0,0.34,2,37.3,0.509,0.075,0.032,0.97,0.179,0.222,-0.103,1.259,0.132,0.562,1.781,4.7,0,0.013
SHOP002730,0,16.0,226.0,0.177,2,112.9,0.165,0.064,0.011,0.905,0.113,0.148,0.036,0.466,0.11,0.257,2.352,1.7,0,0.025
SHOP002731,0,32.0,281.0,0.442,2,53.5,0.438,0.08,0.012,0.895,0.172,0.129,0.021,2.589,0.115,0.138,2.494,3.6,1,0.001
SHOP002732,1,11.0,162.0,0.638,1,58.4,0.338,0.133,0.043,0.656,-0.292,0.197,0.036,-2.463,0.268,0.471,1.822,5.6,1,0.069
SHOP002733,0,19.0,203.0,0.245,2,111.6,0.268,0.0,0.036,0.871,0.121,0.244,-0.081,0.171,0.255,0.45,2.729,4.1,0,0.016
SHOP002734,0,16.0,177.0,0.369,4,97.1,0.374,0.054,0.031,0.81,0.071,0.159,-0.132,-0.618,0.048,0.452,2.628,4.2,0,0.041
SHOP002735,0,24.0,342.0,0.307,2,51.6,0.363,0.032,0.018,0.906,-0.034,0.071,0.111,-1.618,0.078,0.466,2.384,7.6,1,0.028
SHOP002736,0,31.0,48.0,0.613,1,34.0,0.306,0.048,0.033,0.843,0.104,0.138,0.151,1.193,0.139,0.432,1.402,2.5,1,0.02
SHOP002737,0,7.0,140.0,0.298,2,43.5,0.321,0.029,0.015,0.863,-0.059,0.275,0.064,1.19,0.174,0.288,2.953,6.6,1,0.061
SHOP002738,1,7.0,19.0,0.721,2,22.1,0.312,0.136,0.027,0.823,-0.167,0.545,-0.05,-3.128,0.266,0.349,1.726,8.8,0,0.09
SHOP002739,1,17.0,127.0,0.458,3,49.0,0.169,0.07,0.043,0.781,0.387,0.221,-0.025,-0.642,0.216,0.49,1.265,7.2,0,0.081
SHOP002740,0,26.0,115.0,0.356,1,35.6,0.217,0.071,0.002,0.967,0.167,0.077,-0.014,0.339,0.145,0.343,2.074,4.5,1,0.036
SHOP002741,1,17.0,154.0,0.494,0,74.0,0.221,0.054,0.042,0.771,0.047,0.278,0.002,-0.689,0.169,0.398,1.846,5.8,0,0.065
SHOP002742,0,21.0,151.0,0.327,1,117.3,0.203,0.0,0.019,0.91,0.178,0.166,-0.002,-0.036,0.126,0.361,2.201,4.5,0,0.012
SHOP002743,0,19.0,393.0,0.21,0,66.1,0.29,0.037,0.009,0.936,-0.003,0.087,0.124,1.408,0.098,0.394,2.225,1.6,0,0.03
SHOP002744,1,25.0,1.0,0.647,2,111.6,0.13,0.134,0.03,0.769,-0.061,0.209,-0.238,0.032,0.203,0.616,1.202,7.4,2,0.095
SHOP002745,1,33.0,62.0,0.545,2,46.1,0.203,0.125,0.051,0.798,-0.216,0.372,0.116,1.258,0.27,0.745,2.256,7.2,1,0.011
SHOP002746,0,15.0,1.0,0.376,0,65.4,0.284,0.141,0.02,0.81,0.056,0.217,-0.133,2.588,0.187,0.636,1.416,3.6,1,0.086
SHOP002747,0,11.0,178.0,0.361,0,92.0,0.336,0.092,0.03,0.978,0.165,0.179,0.126,0.838,0.166,0.224,1.804,6.5,0,0.056
SHOP002748,0,9.0,378.0,0.523,0,95.9,0.25,0.062,0.047,0.981,0.221,0.121,0.178,1.125,0.189,0.54,2.108,6.6,1,0.042
SHOP002749,1,18.0,76.0,0.3,4,68.9,0.069,0.098,0.02,0.823,0.272,0.241,0.166,-0.843,0.301,0.544,2.314,6.7,1,0.0
SHOP002750,1,8.0,152.0,0.448,0,10.0,0.335,0.055,0.034,0.88,0.105,0.285,0.123,-0.43,0.112,0.367,2.329,2.9,1,0.043
SHOP002751,0,19.0,203.0,0.362,2,41.4,0.177,0.08,0.054,0.843,0.552,0.21,-0.099,0.348,0.132,0.454,2.603,3.1,0,0.038
SHOP002752,0,19.0,174.0,0.213,1,86.8,0.519,0.086,0.013,0.925,0.204,0.259,0.061,0.079,0.139,0.452,2.463,4.9,0,0.023
SHOP002753,0,26.0,216.0,0.54,2,119.9,0.177,0.066,0.005,0.899,0.135,0.356,-0.038,-0.061,0.217,0.356,2.204,3.3,1,0.04
SHOP002754,0,14.0,46.0,0.49,1,104.5,0.102,0.062,0.039,0.776,-0.078,0.23,-0.189,0.256,0.183,0.529,2.207,7.6,3,0.08
SHOP002755,0,24.0,111.0,0.393,1,76.9,0.267,0.046,0.003,0.954,0.047,0.152,0.192,0.346,0.158,0.356,1.815,5.2,1,0.022
SHOP002756,0,16.0,64.0,0.552,1,78.5,0.329,0.137,0.037,0.884,-0.319,0.128,0.095,-0.45,0.164,0.358,1.751,6.1,0,0.047
SHOP002757,0,18.0,174.0,0.338,1,96.2,0.278,0.126,0.044,0.89,-0.13,0.135,-0.066,1.421,0.133,0.58,0.975,4.8,0,0.035
SHOP002758,1,9.0,36.0,0.535,1,46.5,0.197,0.056,0.009,0.829,0.061,0.116,0.072,0.519,0.24,0.572,1.585,4.6,2,0.043
SHOP002759,1,16.0,304.0,0.776,1,63.3,0.204,0.063,0.012,0.693,-0.027,0.136,0.31,0.978,0.195,0.547,2.027,4.7,0,0.022
SHOP002760,0,28.0,256.0,0.36,0,88.3,0.444,0.064,0.03,0.886,0.054,0.166,0.207,-1.897,0.109,0.49,2.231,2.0,1,0.0
SHOP002761,0,33.0,277.0,0.283,0,62.1,0.374,0.043,0.03,0.912,0.208,0.079,0.118,0.935,0.13,0.373,2.179,0.4,0,0.02
SHOP002762,0,14.0,183.0,0.313,0,119.5,0.372,0.096,0.031,0.96,0.207,0.147,0.082,-0.469,0.113,0.228,2.014,1.0,0,0.021
SHOP002763,0,18.0,71.0,0.49,2,10.1,0.232,0.074,0.055,0.738,0.17,0.273,-0.15,0.197,0.229,0.374,2.302,2.3,0,0.068
SHOP002764,0,26.0,140.0,0.345,1,77.3,0.27,0.076,0.038,0.868,-0.179,0.162,-0.037,0.251,0.19,0.375,2.245,4.4,0,0.038
SHOP002765,0,31.0,194.0,0.463,1,99.6,0.287,0.026,0.04,0.865,0.373,0.257,-0.096,-0.784,0.087,0.46,1.659,2.9,0,0.028
SHOP002766,0,36.0,56.0,0.162,0,173.7,0.523,0.028,0.017,0.982,0.27,0.27,0.054,0.107,0.099,0.567,2.142,3.7,0,0.041
SHOP002767,1,8.0,17.0,0.364,6,56.0,0.316,0.158,0.051,0.837,-0.362,0.198,0.054,-0.444,0.192,0.644,1.068,10.1,3,0.065
SHOP002768,0,29.0,30.0,0.197,2,36.1,0.222,0.073,0.042,0.833,-0.411,0.24,0.095,-0.777,0.256,0.37,2.252,6.2,0,0.025
SHOP002769,0,17.0,116.0,0.671,1,109.5,0.229,0.115,0.001,0.887,0.116,0.152,0.003,-1.049,0.237,0.487,2.089,6.5,2,0.045
SHOP002770,0,25.0,173.0,0.555,0,278.3,0.339,0.016,0.039,0.807,-0.091,0.123,-0.27,1.617,0.128,0.436,1.127,5.3,3,0.035
SHOP002771,0,16.0,21.0,0.457,1,64.4,0.198,0.05,0.01,0.824,0.227,0.305,0.104,-0.681,0.208,0.546,1.464,6.3,0,0.033
SHOP002772,0,6.0,60.0,0.171,1,85.4,0.225,0.083,0.026,0.899,0.096,0.087,0.032,-0.223,0.156,0.46,2.076,5.8,0,0.018
SHOP002773,0,22.0,285.0,0.446,1,109.0,0.306,0.064,0.05,0.884,-0.168,0.189,0.079,0.578,0.268,0.54,2.355,4.0,1,0.045
SHOP002774,1,22.0,189.0,0.249,0,42.7,0.267,0.052,0.027,0.894,0.155,0.237,-0.017,1.309,0.117,0.516,1.91,4.5,0,0.03
SHOP002775,0,20.0,258.0,0.575,2,49.7,0.239,0.155,0.029,0.846,-0.069,0.412,0.404,-0.502,0.203,0.649,1.226,6.2,0,0.064
SHOP002776,0,17.0,146.0,0.382,3,140.1,0.04,0.105,0.036,0.855,-0.068,0.221,0.192,-1.651,0.229,0.485,2.129,5.2,0,0.043
SHOP002777,0,6.0,208.0,0.316,0,82.2,0.38,0.004,0.023,0.945,0.105,0.098,0.28,0.956,0.216,0.41,1.974,2.1,0,0.043
SHOP002778,1,17.0,192.0,0.44,2,71.2,0.242,0.04,0.035,0.945,0.139,0.126,0.042,0.403,0.174,0.693,1.199,5.1,1,0.057
SHOP002779,1,24.0,301.0,0.372,0,115.8,0.517,0.051,0.025,0.812,0.071,0.286,0.115,1.426,0.049,0.524,2.121,5.1,0,0.001
SHOP002780,0,14.0,79.0,0.314,3,71.9,0.325,0.064,0.056,0.859,-0.035,0.239,-0.041,0.969,0.043,0.836,1.856,10.0,1,0.019
SHOP002781,0,15.0,59.0,0.439,1,49.1,0.317,0.068,0.009,0.853,0.341,0.197,0.084,-1.46,0.128,0.552,2.131,5.4,1,0.025
SHOP002782,0,14.0,204.0,0.583,1,98.6,0.199,0.112,0.037,0.888,-0.287,0.316,-0.007,-1.848,0.055,0.431,2.359,9.2,1,0.028
SHOP002783,0,5.0,186.0,0.494,3,57.5,0.16,0.114,0.047,1.0,0.113,0.316,0.013,-1.172,0.243,0.555,2.167,8.5,0,0.0
SHOP002784,1,32.0,143.0,0.452,1,73.2,0.237,0.077,0.027,0.898,0.117,0.074,0.054,-0.195,0.13,0.584,2.592,6.0,0,0.053
SHOP002785,0,11.0,159.0,0.484,2,32.2,0.312,0.058,0.043,0.872,0.235,0.085,-0.077,-0.983,0.231,0.465,2.084,6.8,0,0.071
SHOP002786,0,24.0,260.0,0.231,1,125.7,0.124,0.04,0.035,0.94,0.045,0.126,0.128,-0.601,0.183,0.59,2.331,5.9,0,0.06
SHOP002787,0,22.0,111.0,0.536,2,63.8,0.245,0.085,0.019,0.91,-0.027,0.193,0.095,-0.742,0.103,0.49,2.424,4.0,0,0.035
SHOP002788,0,11.0,59.0,0.4,1,64.1,0.314,0.015,0.041,0.879,-0.133,0.228,0.019,1.386,0.123,0.443,2.082,6.6,0,0.037
SHOP002789,0,21.0,166.0,0.601,1,80.4,0.282,0.057,0.024,0.912,-0.109,0.266,0.017,0.286,0.162,0.557,1.373,0.9,0,0.041
SHOP002790,1,12.0,163.0,0.28,3,114.5,0.134,0.117,0.069,0.928,-0.248,0.28,0.228,-0.171,0.251,0.448,1.489,4.3,2,0.008
SHOP002791,0,23.0,277.0,0.57,1,26.3,0.269,0.06,0.022,0.788,0.184,0.213,0.029,0.913,0.179,0.602,2.385,2.3,1,0.037
SHOP002792,0,11.0,125.0,0.354,0,107.9,0.369,0.045,0.017,0.94,0.388,0.196,0.225,1.429,0.118,0.305,2.289,4.2,0,0.026
SHOP002793,0,35.0,205.0,0.435,2,150.6,0.466,0.081,0.027,0.963,0.058,0.13,-0.112,0.091,0.161,0.309,2.654,2.5,1,0.0
SHOP002794,0,18.0,139.0,0.671,2,45.7,0.156,0.069,0.023,0.927,-0.204,0.281,-0.01,-2.052,0.182,0.592,2.072,2.4,1,0.003
SHOP002795,1,13.0,143.0,0.65,3,49.0,0.363,0.043,0.035,0.859,-0.199,0.205,-0.024,-1.434,0.259,0.414,2.149,6.3,0,0.054
SHOP002796,1,19.0,141.0,0.507,0,118.1,0.335,0.034,0.033,0.706,0.292,0.277,0.045,0.266,0.16,0.444,1.421,1.5,0,0.016
SHOP002797,0,13.0,171.0,0.446,2,95.6,0.308,0.067,0.019,0.81,-0.266,0.217,-0.032,0.758,0.069,0.228,2.924,4.6,1,0.02
SHOP002798,0,22.0,109.0,0.262,0,128.8,0.351,0.113,0.006,0.895,-0.243,0.123,-0.204,-0.851,0.154,0.215,2.819,6.3,2,0.025
SHOP002799,0,23.0,164.0,0.312,2,75.9,0.179,0.079,0.039,1.0,0.038,0.296,-0.034,0.899,0.161,0.419,1.835,2.5,0,0.011
SHOP002800,0,16.0,125.0,0.202,0,31.3,0.234,0.042,0.013,0.829,-0.021,0.227,-0.092,-0.894,0.206,0.555,3.145,3.2,1,0.055
SHOP002801,0,29.0,42.0,0.314,0,100.4,0.311,0.089,0.014,0.763,-0.041,0.355,-0.155,0.503,0.102,0.391,2.345,3.3,3,0.049
SHOP002802,0,17.0,204.0,0.528,0,52.8,0.207,0.1,0.029,0.839,-0.212,0.194,-0.195,0.25,0.163,0.464,1.565,7.4,1,0.008
SHOP002803,0,22.0,211.0,0.323,1,74.6,0.421,0.043,0.015,0.947,0.345,0.256,0.072,1.168,0.05,0.542,2.419,3.5,1,0.014
SHOP002804,0,32.0,137.0,0.324,1,117.1,0.394,0.067,0.024,0.973,-0.135,0.189,0.018,0.545,0.02,0.29,2.849,4.6,0,0.033
SHOP002805,0,25.0,120.0,0.679,2,57.6,0.384,0.026,0.028,0.893,0.127,0.216,0.028,0.637,0.058,0.663,1.744,7.6,0,0.059
SHOP002806,1,31.0,140.0,0.47,0,94.9,0.069,0.124,0.048,0.937,-0.064,0.422,-0.289,-2.158,0.134,0.551,1.586,6.7,3,0.018
SHOP002807,0,15.0,198.0,0.319,2,48.5,0.369,0.018,0.013,0.907,0.284,0.187,0.017,1.384,0.074,0.359,2.575,2.8,0,0.002
SHOP002808,0,34.0,183.0,0.656,0,43.0,0.222,0.092,0.023,0.817,0.135,0.155,0.033,-3.321,0.274,0.467,2.086,4.6,2,0.025
SHOP002809,0,33.0,125.0,0.249,2,100.2,0.34,0.031,0.021,0.887,0.228,0.129,0.057,1.267,0.106,0.644,2.499,4.5,0,0.0
SHOP002810,0,21.0,166.0,0.483,0,92.9,0.157,0.064,0.048,0.905,-0.017,0.127,0.012,0.356,0.03,0.364,2.179,1.6,2,0.016
SHOP002811,0,13.0,266.0,0.429,2,34.1,0.328,0.049,0.008,0.859,0.061,0.271,0.026,-1.519,0.208,0.375,1.772,8.5,0,0.052
SHOP002812,1,28.0,275.0,0.64,2,71.1,0.304,0.06,0.026,0.878,-0.041,0.149,0.215,0.873,0.186,0.471,2.646,4.5,1,0.027
SHOP002813,0,17.0,191.0,0.337,0,49.1,0.335,0.064,0.006,0.899,0.07,0.143,-0.089,0.422,0.076,0.499,1.959,4.9,2,0.025
SHOP002814,0,15.0,178.0,0.306,1,29.7,0.276,0.089,0.029,0.922,0.108,0.275,-0.072,0.121,0.14,0.343,2.157,6.5,0,0.036
SHOP002815,0,9.0,126.0,0.32,1,126.2,0.378,0.03,0.0,0.949,-0.22,0.23,0.025,-0.666,0.073,0.468,2.253,6.5,0,0.028
SHOP002816,0,23.0,396.0,0.283,0,87.2,0.39,0.059,0.012,0.99,-0.026,0.107,0.16,0.904,0.123,0.235,2.251,6.3,1,0.028
SHOP002817,1,16.0,130.0,0.519,0,54.6,0.144,0.094,0.044,0.92,-0.125,0.198,0.014,1.257,0.214,0.427,2.196,9.0,0,0.031
SHOP002818,0,24.0,181.0,0.355,1,51.8,0.215,0.038,0.062,0.791,-0.076,0.341,-0.156,-1.518,0.19,0.577,1.487,2.5,1,0.058
SHOP002819,1,5.0,128.0,0.28,1,108.4,0.307,0.099,0.03,0.939,-0.256,0.171,-0.173,2.483,0.163,0.405,1.754,6.0,1,0.024
SHOP002820,0,29.0,105.0,0.248,1,115.3,0.419,0.0,0.024,0.959,0.043,0.266,-0.034,1.095,0.132,0.428,2.792,2.7,0,0.017
SHOP002821,0,1.0,200.0,0.365,2,83.0,0.237,0.087,0.04,0.817,-0.013,0.17,-0.003,1.017,0.203,0.449,2.588,2.3,1,0.05
SHOP002822,1,13.0,83.0,0.492,0,82.1,0.269,0.096,0.018,0.951,0.053,0.227,-0.131,-1.229,0.136,0.61,2.293,1.0,0,0.035
SHOP002823,0,19.0,235.0,0.346,1,132.6,0.485,0.047,0.008,0.936,0.001,0.133,0.081,1.508,0.142,0.362,1.826,3.3,0,0.01
SHOP002824,0,25.0,60.0,0.306,2,186.7,0.467,0.046,0.026,0.885,0.012,0.194,0.033,-0.972,0.241,0.389,2.202,3.6,1,0.047
SHOP002825,0,11.0,287.0,0.215,1,66.7,0.146,0.062,0.022,0.909,-0.03,0.066,0.17,0.307,0.157,0.48,2.808,1.8,0,0.047
SHOP002826,0,18.0,38.0,0.509,0,69.1,0.273,0.167,0.058,0.822,0.135,0.407,-0.214,0.031,0.141,0.755,2.237,6.6,0,0.05
SHOP002827,1,9.0,235.0,0.762,3,35.1,0.264,0.09,0.028,0.964,-0.091,0.145,0.186,-1.521,0.282,0.334,1.503,2.0,1,0.029
SHOP002828,0,21.0,208.0,0.323,0,99.8,0.339,0.071,0.009,0.937,-0.134,0.099,-0.04,1.707,0.035,0.502,2.507,1.3,0,0.02
SHOP002829,1,8.0,58.0,0.618,3,168.8,0.242,0.102,0.042,0.768,0.031,0.206,0.018,1.186,0.266,0.557,2.222,9.6,1,0.062
SHOP002830,0,24.0,92.0,0.221,0,75.9,0.377,0.053,0.007,0.892,0.01,0.197,0.099,1.019,0.159,0.565,1.532,3.8,0,0.002
SHOP002831,0,22.0,85.0,0.52,1,80.8,0.296,0.059,0.035,0.885,-0.299,0.304,-0.194,0.877,0.193,0.465,1.886,6.9,0,0.065
SHOP002832,1,30.0,136.0,0.517,0,72.6,0.157,0.097,0.05,0.863,-0.402,0.182,0.063,-2.437,0.124,0.309,0.861,8.6,1,0.0
SHOP002833,0,13.0,168.0,0.412,1,136.9,0.465,0.029,0.021,0.881,-0.034,0.107,0.225,-0.043,0.094,0.296,2.561,4.9,1,0.028
SHOP002834,1,17.0,114.0,0.703,2,159.2,0.347,0.07,0.025,0.887,-0.07,0.159,-0.146,-1.627,0.176,0.526,1.965,4.7,1,0.039
SHOP002835,0,16.0,114.0,0.545,2,119.1,0.4,0.08,0.008,0.913,0.152,0.05,0.114,-1.381,0.157,0.477,2.089,3.8,1,0.013
SHOP002836,0,20.0,208.0,0.539,1,95.7,0.325,0.141,0.044,0.916,-0.087,0.321,0.193,1.513,0.152,0.371,2.072,8.2,0,0.063
SHOP002837,0,10.0,180.0,0.262,3,73.2,0.208,0.082,0.038,0.865,0.008,0.255,-0.065,0.302,0.136,0.306,1.334,4.2,1,0.042
